logFC	AveExpr	t	P.Value	adj.P.Val	B
CD6	1.57166511323752	7.51030173042664	8.36017651381601	1.96180611746979e-14	1.15521530229008e-11	22.3049849412139
SCML4	2.05678460503807	3.92575271297349	8.32148536585335	2.47797091910174e-14	1.41747016489531e-11	22.0789353893068
LAG3	1.8964887522733	7.48942039812607	8.3061974055508	2.71722645729674e-14	1.4763810282804e-11	21.989736891194
IRF1	1.25704738328068	11.2134025707035	8.3055140529962	2.72844004027645e-14	1.4763810282804e-11	21.9857514273791
PVRIG	1.44965358774626	5.65437674362763	8.25018284478771	3.80660244140279e-14	1.78349801073938e-11	21.6635043225152
MAP4K1	1.62141197260619	6.94192331705591	8.24914159838484	3.83049869945525e-14	1.78349801073938e-11	21.657448840591
GZMA	1.99673075941439	7.49461132427266	8.21214558822591	4.78330988531523e-14	2.09476787093601e-11	21.4425051626916
SIT1	1.81968796643298	5.53677344383316	8.21111707958317	4.8129125449806e-14	2.09476787093601e-11	21.4365354926088
GZMM	2.01691937152325	4.61695158955935	8.19591179910041	5.2723508568731e-14	2.11115473010913e-11	21.3483183020222
SH2D1A	1.86740932051103	5.32995356967818	8.18563760350049	5.60715148675727e-14	2.15886115223783e-11	21.2887496854077
TBX21	1.85436291555816	4.41067005703933	8.17482386936742	5.98231580521469e-14	2.21799897659636e-11	21.2260875682161
ACAP1	1.32048430322537	7.64636345139774	8.14611798131568	7.10328877681876e-14	2.58572626546706e-11	21.0599195784642
HSH2D	1.49812429903715	6.7471653173241	8.13489075583902	7.59631027168001e-14	2.66817066577729e-11	20.9949981243085
CD27	1.87952365788128	7.17393017682956	8.13164266721119	7.74516755824798e-14	2.67355171868419e-11	20.9762233011113
SLA2	1.69605628677127	6.13992830921647	8.08885362725082	9.99831823012316e-14	3.33627215475493e-11	20.7291969403468
SASH3	1.45853934260413	8.3178857461242	8.01881712349045	1.51670886857054e-13	4.89774649316947e-11	20.3261085412566
FUT7	1.6224594344291	4.98304633672192	8.00439926759991	1.65224424750191e-13	5.22581070438041e-11	20.2433216061744
CIITA	1.71701296784951	8.42379306007501	7.99871651866773	1.70890348601925e-13	5.22581070438041e-11	20.2107097461326
CD7	1.46191013977155	8.06517892564475	7.98839228612815	1.81680979326533e-13	5.4290072941739e-11	20.1514881824648
CD96	1.57209320850124	6.93385960979881	7.93008930399456	2.56565630062369e-13	7.44449344851984e-11	19.8177009969699
GZMB	1.94601547265874	7.80340017480498	7.89320834659804	3.18981529014284e-13	8.69080022089978e-11	19.607130899418
TIGIT	1.60493725091725	6.82139281010335	7.87830349577963	3.48279590683125e-13	9.17487590140374e-11	19.5221601452295
SKAP1	1.70153351045649	5.58929776106574	7.8572116604657	3.94345576698361e-13	1.025349713127e-10	19.4020447299695
GNGT2	1.22105175593631	4.85984678883421	7.83645534269556	4.45558542545549e-13	1.12918070636765e-10	19.283985665627
APOBEC3G	1.27109693816847	8.58432077995038	7.76478356333014	6.78461417050765e-13	1.63656337720161e-10	18.877449199541
LAT	1.23882348126439	7.11990324403756	7.71252353275854	9.2088116688514e-13	2.16905433437734e-10	18.5821328358659
CD48	1.55325351532614	7.54453427613267	7.69300247532754	1.03194978603186e-12	2.37478927197056e-10	18.4720652690596
GIMAP5	1.22919475996575	7.93743165640128	7.67098914799281	1.17316253656948e-12	2.66907808462019e-10	18.3481059173117
APOL3	1.34727018502351	9.90563747828764	7.63890657972058	1.41384972796434e-12	3.14518726706379e-10	18.1677526247292
TRAF3IP3	1.24662332996015	6.80934456976398	7.62747501963552	1.5109246185368e-12	3.28806758562231e-10	18.1035782350541
CXCL10	2.59937039568208	10.4508323550683	7.61591256058839	1.61581661269409e-12	3.44151748965409e-10	18.0387165641764
IDO1	2.6216322573252	9.05526624055785	7.58274130967711	1.95840574197912e-12	4.08429597501709e-10	17.8529033407821
CRTAM	1.81216165325996	4.37532338847465	7.56142688879689	2.21550361610015e-12	4.48046443413547e-10	17.7337178277463
ITGAL	1.65403471548451	8.38594029701095	7.52782801989752	2.69012184965112e-12	5.33256728236288e-10	17.5461768606586
CCR5	1.58167516381709	7.34650894907431	7.52269517849462	2.77098732507534e-12	5.43901345444445e-10	17.5175630013396
SLAMF6	1.77049811602199	6.13938544642055	7.47135623016092	3.72439771597709e-12	6.90427469181271e-10	17.2319016139283
LOC606724	1.42848834985263	5.08518626979746	7.46673945593736	3.82458206325614e-12	7.02495022829828e-10	17.2062608676849
IL12RB1	1.56958707668059	6.43364525552811	7.46358936858148	3.89446387828499e-12	7.08827830064944e-10	17.1887704123273
IL2RG	1.35991813558083	9.23246738243997	7.44867933581493	4.24274105542799e-12	7.65260528565079e-10	17.1060347907906
APOBEC3D	1.30969867412788	6.81713768045376	7.43339236325861	4.63178606536813e-12	8.13447270304696e-10	17.0212942269049
PRF1	1.51399896154969	8.26130896738461	7.42651307969076	4.81817287453961e-12	8.31591716561703e-10	16.9831888964884
GBP4	1.7725082605725	10.0654626631993	7.42342350375637	4.90427627912859e-12	8.32106062579945e-10	16.9660811122218
KLRD1	1.61699711352674	4.92812401500588	7.4070977370522	5.38514827070875e-12	8.91041764693057e-10	16.8757411013329
KIAA0748	1.49044365982958	4.68049476001166	7.35323477601707	7.32677607860741e-12	1.17942934617708e-09	16.5784061351447
PYHIN1	1.73230057238594	4.56533196823352	7.35235371807967	7.36370152700338e-12	1.17942934617708e-09	16.5735517557318
RARRES3	1.52638119719164	9.17963717378702	7.31115362809855	9.31206018614462e-12	1.42318135104429e-09	16.3468861509351
LCK	1.28057246401912	7.89459468670002	7.30783335284131	9.48963401810676e-12	1.43933305057966e-09	16.3286480836234
HLA-DMA	1.30875051901182	10.0700080791506	7.28377740207345	1.08800607528162e-11	1.60168894361863e-09	16.1966388306964
ITGB7	1.22565732063576	7.97515582857112	7.27428988700652	1.14821805087088e-11	1.67799077346612e-09	16.1446375601523
ARHGAP15	1.26165877636629	5.55126873157648	7.20253620419294	1.72365442187355e-11	2.43023135072748e-09	15.7525065601845
CD74	1.368132113254	15.1648572907372	7.20112554944459	1.73744014819681e-11	2.4325377067866e-09	15.7448179385727
MCOLN2	1.24126879608637	5.66443522654716	7.16090569320389	2.1797430349487e-11	2.88546505184514e-09	15.5259405835702
GZMK	2.0383526099732	5.82862713945269	7.16001897888777	2.19065325348614e-11	2.88546505184514e-09	15.5211224193598
GPR171	1.54522317366123	4.65156618821416	7.15491545067667	2.25450387468858e-11	2.95015830556471e-09	15.4933974293571
GRAP2	1.4960100885714	5.1804428152943	7.14858353049707	2.33628200250073e-11	3.03731830987449e-09	15.4590138658993
NAPSB	1.5759554308554	6.82674493187186	7.129009322545	2.6080596348315e-11	3.34717704801035e-09	15.3528251954761
LTA	1.55522530439814	3.88505173417109	7.11795180604962	2.77514609692411e-11	3.53892993672087e-09	15.2929080463852
RHOH	1.27240771337094	6.69892275449235	7.11454989056133	2.82864546343856e-11	3.58432346984198e-09	15.2744842147367
GPR114	1.83617634520591	5.11744208349412	7.09462003351484	3.16314834790781e-11	3.93381171503144e-09	15.1666450202915
CTSW	1.69553802672594	6.70917350411941	7.08773004365812	3.28764175976537e-11	4.01352900440624e-09	15.1294017250911
HCST	1.25188347273604	6.95623732778801	7.03493922973492	4.41628534070202e-11	5.20108522389384e-09	14.8446974481536
SLAMF1	1.44156631094104	5.19393067887966	7.02804927657259	4.58932487547906e-11	5.34202751930036e-09	14.8076250925362
AMICA1	1.33866076925382	7.51101012225156	7.01417859687979	4.958224951251e-11	5.67249267137122e-09	14.7330522818225
P2RY13	1.58550400356424	5.51572705572206	6.98854924655491	5.71843600963069e-11	6.4319554690346e-09	14.5954743097694
FAM26F	1.46520506845113	7.30264280905499	6.9747651593144	6.17371970953397e-11	6.90525376003238e-09	14.5215962759862
CTLA4	1.28056004793479	6.47597013489104	6.92989899860386	7.91767226096277e-11	8.66227958124238e-09	14.2816884976845
IL21R	1.36710918304313	6.93453605477701	6.9085667188628	8.90927602268324e-11	9.48790506649687e-09	14.1679230991771
BATF	1.23395740746065	6.80318027086868	6.82610328583457	1.40328121478723e-10	1.41373576149394e-08	13.729998870137
GOLGA2B	1.39491815250031	5.39393877387037	6.81291772685085	1.50860165806667e-10	1.48786767468733e-08	13.6602524762002
SUSD3	1.22196226811824	6.02220111623477	6.7917766089222	1.69394500616102e-10	1.64633363924028e-08	13.5485845503749
IRF8	1.34981064325697	7.89022457909634	6.78211914936375	1.78591156466333e-10	1.71902574212137e-08	13.4976395043836
ICOS	1.39627571342251	6.19632329698238	6.75993087658924	2.01625506806249e-10	1.91314894396584e-08	13.3807491154076
CST7	1.20049818198136	7.17450659835707	6.75533423496032	2.06751348579303e-10	1.92528779065406e-08	13.3565609497335
NCF1C	1.33139826408467	5.09727347746744	6.74287065113213	2.21304721569758e-10	2.04181651177333e-08	13.2910234399251
NLRC3	1.22651611023923	6.51115361499472	6.70993780519273	2.647937005155e-10	2.38803363874812e-08	13.1181879856397
CXCL9	2.1027004893466	10.7611201682725	6.70375502570871	2.73849783642359e-10	2.45014911310503e-08	13.0857946020619
RLTPR	1.31409167849085	5.72606995447221	6.69184221727891	2.92167286836127e-10	2.58826603971067e-08	13.023428765048
GIMAP7	1.22334732146214	6.86615087206371	6.67986344877531	3.11801876491152e-10	2.72601981189055e-08	12.9607826053962
SPN	1.32084245030932	7.66928961111741	6.67533478486635	3.19558597290078e-10	2.76964618023578e-08	12.9371157657859
ITK	1.49434041033501	6.35019905517805	6.634935925973	3.97716145745926e-10	3.3040145037258e-08	12.7264058834396
IKZF1	1.33994808887948	7.89705329107489	6.6084197731222	4.5895300524915e-10	3.6754792472373e-08	12.5885124525616
LOC100233209	1.33914215645713	3.82497604999252	6.57560597134813	5.47699475384508e-10	4.22845085562861e-08	12.4183200198319
NCF1B	1.3626718878634	4.50818722028802	6.56644793716627	5.75348668940023e-10	4.40558536901687e-08	12.3709103749563
PPP1R16B	1.2635688404716	7.69375055881056	6.55933740731641	5.97759354819112e-10	4.49915039204265e-08	12.3341273670211
SPOCK2	1.34010770517618	9.31480803618655	6.55520695065032	6.11169709879262e-10	4.58285721404221e-08	12.312771247968
HLA-DQB1	1.43743237964874	10.9261089492931	6.54779764494091	6.35971342134999e-10	4.69939142602005e-08	12.2744822106185
LTB	1.41388293028515	7.31901016753396	6.54776006286304	6.36099633610426e-10	4.69939142602005e-08	12.2742880635547
SPIB	2.29726383042305	4.35554705696827	6.53109437665345	6.95573410427435e-10	5.06402736369734e-08	12.1882594412696
IL2RB	1.26081520552977	8.86654376068493	6.52751482369269	7.09044051760314e-10	5.1248270614777e-08	12.1697987782067
HLA-DMB	1.26745548293719	9.67492347114056	6.52373035284016	7.23564985291158e-10	5.21096926996916e-08	12.1502878759937
RAB37	1.25001239051588	4.88393308498005	6.44142996102771	1.12260550965587e-09	7.54217614389938e-08	11.7276696109628
CD52	1.27773256373819	8.12950366488509	6.420151269178	1.25695743448685e-09	8.27813973548068e-08	11.6189297982377
PTPN7	1.24994468096322	7.93211921949125	6.39849977802336	1.40986798213189e-09	8.96964921267523e-08	11.5085095519596
ARHGAP4	1.27138972786467	8.97481771547134	6.37982190773219	1.55636333355758e-09	9.63821632712484e-08	11.4134373595575
NCF1	1.23135213499019	6.87204789689047	6.36742446942969	1.66175697182782e-09	1.00996229167652e-07	11.3504270987614
ZNF831	1.64005716957261	4.56308456871266	6.31984905451364	2.13536618523138e-09	1.26861027876906e-07	11.1093235963171
CD5	1.36117274019113	6.87070781342481	6.31650670789478	2.17322901403501e-09	1.28728455887559e-07	11.0924271200385
CXCL11	2.4997007702123	8.43465119856351	6.29368163633406	2.45002033266051e-09	1.43098542421957e-07	10.977188078787
PRKCB	1.30612221256278	6.95627244898439	6.25316264721793	3.02916068851388e-09	1.72782980469334e-07	10.7732549646783
HLA-DRB1	1.32010354627577	12.4292214717228	6.2329885484906	3.36568995929137e-09	1.8822480076808e-07	10.6720248285858
REC8	1.24164326297909	6.43089269769322	6.21376782409417	3.72034117864072e-09	2.02376787997616e-07	10.5757692792024
LY9	1.5693825383537	5.01853503936775	6.11388484192067	6.24303768672163e-09	3.04858189087448e-07	10.0785915049522
RUFY4	1.44519195595626	3.92629365418381	6.10184878453291	6.64262094883855e-09	3.22014319653019e-07	10.0190267391877
CD200R1	1.22113598952888	3.9516035229702	6.0672605345151	7.93578773107392e-09	3.69493967822862e-07	9.84827279683583
IRF4	1.4668091335521	6.72553020977747	6.04158238887944	9.05251605165906e-09	4.12990388466983e-07	9.7219095391541
LOC400759	1.26001514466244	5.77527351863991	6.04144034988222	9.05910271964032e-09	4.12990388466983e-07	9.72121151975451
HLA-DPA1	1.21815010112364	12.1283630066498	6.02864045806221	9.67235920692853e-09	4.34193506013265e-07	9.65835277456269
TMEM156	1.30514360842949	3.97793086012794	6.00752147684133	1.07742870331717e-08	4.79360001535845e-07	9.55482855314203
PLAC8	2.08451476960921	6.30949759171333	6.00212149034557	1.10752445732353e-08	4.91657364968392e-07	9.5283958840859
LRMP	1.44663837255762	5.78373033404436	5.99623414041399	1.14127554848552e-08	5.04403482477453e-07	9.49959517674319
HLA-DOA	1.39222689828874	8.67574893332331	5.97441899638318	1.27535457441687e-08	5.55084215965222e-07	9.39303652553492
STAG3	2.2877560854956	5.14947085266523	5.96269620228141	1.35365997533644e-08	5.85348301646021e-07	9.33587969616118
MEI1	1.7651361867313	5.89486838188426	5.90461745681045	1.81661035350643e-08	7.4529417802361e-07	9.05378997604905
FGL2	1.23781226137734	8.71597933981026	5.88442204875395	2.01142640037918e-08	8.11910644394992e-07	8.95612607221582
HLA-DRB5	1.3223037350054	10.6982336038485	5.86499337368188	2.218086564577e-08	8.82869008139089e-07	8.86237871587793
TAGAP	1.24125907575153	7.06887029998743	5.82746802539446	2.67774232528703e-08	1.04099182707906e-06	8.68189352564018
CD79B	1.48723327471172	5.79084632775212	5.80672388014659	2.97058979519946e-08	1.12854228253678e-06	8.58245176138619
GVIN1	1.35220536155821	5.53757622534243	5.67990813605971	5.57442787967928e-08	1.92423483756998e-06	7.97972132426013
SELL	1.36822293130479	7.39247468582194	5.63145787939365	7.07341914224775e-08	2.31778927409071e-06	7.75183246540409
PTPRC	1.24406020755707	9.35897805581407	5.58622405104888	8.82434310987269e-08	2.79544578168926e-06	7.54028014867061
MIR155HG	1.23880104816867	4.01101427493444	5.57544242523312	9.30044644517917e-08	2.93235020911704e-06	7.49002929419904
P2RY10	1.36824010131431	4.55236471909412	5.55586795376121	1.02297424689823e-07	3.17042838965161e-06	7.39896821165524
BATF2	1.65380945541194	7.75902640480943	5.43409607988399	1.84101005118599e-07	5.19871117557048e-06	6.83749328731768
HLA-DQB2	1.37673210400422	7.86443091880705	5.42668599973781	1.90750884516964e-07	5.3263925507868e-06	6.80360770335418
KRT86	1.35039163961762	4.49711973555352	5.42556387255629	1.91778095581459e-07	5.33276284949498e-06	6.79847916099558
RAB39B	1.24985297426783	3.30965377735516	5.41422305028812	2.02467001109225e-07	5.59116114373488e-06	6.746689285437
GBP5	1.73495494160585	10.3434591773005	5.38442956443085	2.3339028240677e-07	6.21370590966215e-06	6.61099665036919
CCL5	1.25005533039431	10.4292407468276	5.37906893861653	2.39422893045815e-07	6.3322136613874e-06	6.58663822950585
HLA-DQA1	1.2588580180239	10.4758725682386	5.33301442959875	2.97908544228768e-07	7.58832947074321e-06	6.37807885791865
WDFY4	1.20144819992893	7.26709109278678	5.2451311518987	4.50516969206902e-07	1.05003495232729e-05	5.98365661167027
GAPT	1.37899917648563	3.39822183060325	5.15398910133815	6.88490551275227e-07	1.51143304025014e-05	5.57961187109368
VNN2	1.40761691565514	4.60825582259322	5.07092556882384	1.00894505934198e-06	2.07393111222646e-05	5.21588715313242
CLEC10A	1.38836085802761	5.85622785292357	5.06182484177214	1.05181887246678e-06	2.15101794133374e-05	5.17630030027124
MYB	1.31367989259191	5.61521723246055	4.69397446630872	5.41631640564679e-06	8.47850435945696e-05	3.62103519333786
GNLY	1.20795009605777	8.28997729353566	4.63478919584086	6.99399866281432e-06	0.000105283343780606	3.37917433557647
CCL19	1.88458652172405	6.44002294356134	4.62718904343498	7.22620646263971e-06	0.000107725896938578	3.34828846763416
SYNGR3	1.22266651942493	5.71215028222806	4.46490429529142	1.43831756762019e-05	0.000190201823126313	2.69825469042799
IL33	1.49126909147152	6.89396921715401	4.3201501384245	2.61853059052745e-05	0.000310340243525467	2.1339531676245
LAX1	1.21349254485782	4.94385229082233	4.22103765225676	3.91422184685878e-05	0.000428232981398687	1.75619046864999
ACBD7	1.21536570128033	4.00381615250694	4.1729311934709	4.74597525540874e-05	0.000496962189270599	1.57539493599539
LOC254559	1.38972893155593	5.96802224738473	4.06359799144763	7.30976363451943e-05	0.000699898506583996	1.17079450263372
CDKN2A	2.03718816560533	7.55920705429684	3.97853686226327	0.000101697808403146	0.00091304566010735	0.862137283446005
CD79A	1.55803826381488	6.44181189071371	3.88187910536669	0.000147080564204047	0.00123467504231834	0.517990805889392
MGC29506	1.49509938097688	7.16378019042766	3.84223081016222	0.000170782454342363	0.0013956063340361	0.378872852439152
TJP3	1.54565328254297	5.68111519010779	3.82078510706223	0.000185069776019516	0.00148806505449267	0.304124279083297
IGJ	1.61977923059207	9.24526440100419	3.7574227375767	0.000234195955347131	0.0018117609049478	0.0853384638501131
KRT13	2.25413297031321	11.8915531649504	3.68010903763353	0.000310893272244649	0.00227167671664603	-0.177416311552252
GLDC	1.45699939762806	5.83220425766208	3.56788996549397	0.000465357842522514	0.00313014338693803	-0.550488183837673
NEFH	1.39852856075979	4.48438854621301	3.5274963508691	0.000536844120689794	0.00350937827979706	-0.682344532440061
MAL	1.63069761522311	6.37089303216934	3.50134235501728	0.000588503685653521	0.00377884294113828	-0.76702694471072
LOC96610	1.23972970072348	13.097810622756	3.29973928206552	0.00117437735302098	0.00653479960667958	-1.40133837680458
SYCP2	1.40477167470876	5.08069856475469	3.25035287367309	0.00138441992322838	0.00747328822292453	-1.55169044001412
CAPN14	1.23945713712497	5.01452991059004	3.04039793243153	0.00272875186836165	0.0128698094597099	-2.1683741200075
CLCA4	1.27018762565292	7.06506944696994	2.89831995979209	0.00423585022112611	0.0181441928278061	-2.56471491563179
ADAM6	1.29590360714748	13.7657508778272	2.83716688546674	0.00509355540859376	0.0210114440007151	-2.7300205904311
SPRR3	1.25455384121183	10.275620581765	2.11644759583506	0.0357321668695208	0.0963233759114954	-4.43138068256288
